date,firm_id,V,sigma_V,DD,PD
2020-08-21,JPM,611973.7316656979,0.17659211373637176,-3.0709717842313116,0.0010668165628277245
2020-08-24,JPM,619330.7700067372,0.17752191449967106,-3.121276067744541,0.0009003456988226933
2020-08-25,JPM,620506.3031064813,0.17676465004893038,-3.1461342425493504,0.0008272202469914117
2020-08-26,JPM,616772.2399046945,0.174324765370034,-3.1574267601078216,0.0007958410739992218
2020-08-27,JPM,625519.3658430136,0.1754291467545642,-3.2167232989787466,0.0006483179332750445
2020-08-28,JPM,626663.7478490266,0.17449989492091292,-3.2452594283400513,0.0005867183337815817
2020-08-31,JPM,619777.8248799103,0.17055646041061448,-3.2589134346503696,0.000559198938666989
2020-09-01,JPM,619623.5161014041,0.1702106427813445,-3.2644178261117616,0.0005484463794537833
2020-09-02,JPM,623703.2712199156,0.17049707712281556,-3.297138799415772,0.000488376092169642
2020-09-03,JPM,622873.3439808055,0.1697232499800556,-3.30451269136483,0.0004757083406874228
2020-09-04,JPM,628745.4166634679,0.17028935830588857,-3.348063737659487,0.00040689146593392376
2020-09-08,JPM,619109.2706786585,0.1651447978042372,-3.363459319124611,0.00038486089858193477
2020-09-09,JPM,621674.7583724946,0.16453489063519808,-3.4016713332826223,0.00033487565809925483
2020-09-10,JPM,618863.1571619288,0.16262236764513988,-3.415726844229249,0.00031806010943063524
2020-09-11,JPM,622236.1864223663,0.16196226600722677,-3.4632528555288022,0.0002668433081519165
2020-09-14,JPM,626006.6844924757,0.16131830722559998,-3.5151725009910137,0.00021973421426581862
2020-09-15,JPM,617416.7342800504,0.15686361514395197,-3.5314342666095437,0.00020665628761471353
2020-09-16,JPM,618595.9413878791,0.15375108110853428,-3.6178284030727292,0.00014854262509503293
2020-09-17,JPM,615536.8779670707,0.15227490959129525,-3.6218275431557303,0.00014626455896983316
2020-09-18,JPM,614949.9928427305,0.15091967363014072,-3.6493917015611568,0.00013143101442016395
2020-09-21,JPM,606827.5792232576,0.14678787130633592,-3.665042477858175,0.000123648767195382
2020-09-22,JPM,604015.7157516385,0.14544529743437837,-3.6682896293937093,0.00012208924357972657
2020-09-23,JPM,599941.1277523336,0.1435019269469424,-3.672059087458564,0.00012030201621690424
2020-09-24,JPM,599724.8706816781,0.1430369518626274,-3.6819411765440093,0.00011573241180143671
2020-09-25,JPM,601919.2195336514,0.1407571848688495,-3.769820942887783,8.168235462581413e-05
2020-09-28,JPM,609185.0455821317,0.14182761276616482,-3.824198638614557,6.559905538005932e-05
2020-09-29,JPM,606991.1597601298,0.14083045040768874,-3.8266585396362225,6.494725090566147e-05
2020-09-30,JPM,609463.4481850613,0.13819323125703192,-3.931760722843865,4.216298788003861e-05
2020-10-01,JPM,611383.5280654894,0.13663827900606135,-4.000356917030373,3.1623509628360487e-05
2020-10-02,JPM,613855.5986331154,0.13571162895449795,-4.0583355065255775,2.4711863968876206e-05
2020-10-05,JPM,619417.6432092593,0.13629448570069697,-4.10657908599323,2.007810065876021e-05
2020-10-06,JPM,616702.616434902,0.13516814135671829,-4.108691088566462,1.98953946130233e-05
2020-10-07,JPM,621337.6532332062,0.13539886015858496,-4.156760694287365,1.6139589699262175e-05
2020-10-08,JPM,626899.6857881247,0.13590002321633593,-4.206508150791138,1.2967336698599616e-05
2020-10-09,JPM,625358.8576276349,0.13525966675723955,-4.2081317256650195,1.2874537894009364e-05
2020-10-12,JPM,628726.9912742748,0.1346026605212564,-4.269236673757637,9.807152958453237e-06
2020-10-13,JPM,624215.6557239604,0.12866797561965304,-4.416255175507015,5.021276249237617e-06
2020-10-14,JPM,622736.6401470393,0.12487626207321718,-4.534401314901593,2.888355135174443e-06
2020-10-15,JPM,626815.4395642349,0.12504388279598547,-4.580364667698401,2.3208294417863264e-06
2020-10-16,JPM,626228.3414296181,0.12435875649879342,-4.598750901364217,2.125158084622619e-06
